,tweet,label
3833,mai salman ki diwani love u salman ji,posiitve
2570,Aaaa bhi jaa.. Aaaa bhi jaa... Bajrangi bhaijaan aaaa bhi jaa,neutral
1960,Hlo sir hm sb aapka wait kr rhe h,neutral
350,desh aapko pakar dhanya hua the iron man,posiitve
1019,Sir me apka big big fan hu mujy apse call pe bt karni hai ek bar sir mera contact num 03356507139 Skype I.d abdul.rehman6731 plzzzz contact meabdul.rehman.sahabto,neutral
1536,Itna mat tarsaoo jaldi ayu,neutral
1310,masaallah bhaijaan ..supar dupar hit bajrangi bhaijaan,posiitve
871,yrr ap bhi kiss ke movie dekhne jaoge jab is ne he bol diya ki mere movies musalmano ke bina bhi chalte hn,neutral
814,bahut ganda msg tha,negative
1723,bhaijaan jaldi aao fb par waiting 4 U,neutral
3075,Ye musalman jab HINDUO se dosti karni hoti hai ya meljol karna hota hai to shirt-pant aur bina topi ke aate hain....Aur jab hinduo se tanaav hota hai to kurta pazama aur topi lagakar aate hain aapne bhi dekha hoga...Aisa kyo???,negative
400,Sir kabi Jammu Kashmir k ITI k haalat toh dekho koi staff nahi koi metrial nahi aur aap skill development ki baat karte ho,negative
1029,Bhupender Panwar ab tum mojsai q poch rahai ho ka mai Kon ho,neutral
372,"Modi saab g,, galla da krah bnayi jayoge, k kuj kroge v..",negative
2905,Aate aaz bhai,posiitve
1113,Aaj ki iftar party meri taraf se invition hai bhaijan apko pure pariwar ke sath,neutral
2187,4 baj gaye lekin salman ji nahin aye. :/,neutral
3139,Hahah okay ap sab ke marzi ok bye,neutral
1604,helo my bro sallu,neutral
2581,#Pandey ji kaha h app hum log kb se wait kar rahe h ap k #swagat k liye,neutral
151,"maine kai bar suna ki bharat ek din bishwa guru banega. lekin yakeen nahin hota tha. per aap kee lagan aur karya shaily se ab poora yakeen ho gaya,bahut jaldi bharat maha guru ban jayega. bharat maa ki jai.",posiitve
2070,Salman bhai jai ho. Blessings to bajrangi bhaijann. ....,neutral
1078,Isna Muslim ko chalang kiya ha iska movie koi. Mat dekhna agr tum sab Muslim hoga to nhi dekho ge,negative
3416,Bhai..don't worry,neutral
2111,BAJ GYA CHAR,neutral
578,Namaaz padk dua karte ho k nhi,neutral
3530,Pakistan m yeh move nh chil sekte chair parr de hum cinema wallo ko lhr m tu kabhi nh,negative
3688,kya ye picture bhai ki hit hogi but i dout,neutral
103,Onli modi sarkar,neutral
237,Mee atalji ko bahat pasand kiya tha. Unka adarsh great tha. Uske bad app ayee sir i salute you,posiitve
3078,Salman Sir EK reply toh de de bhaijaan,neutral
2201,bhai in sb ko mirchi wali samose khilao bahut chilla rhe h,neutral
2405,BHAI ab intezar itna bhi karvai ye,neutral
3472,"jada pine se accha , todi si piyo na bina pani ke , paise ki bhi bachat aur pani ki bhi. kya bolte ?",neutral
121,Modiji des ne aap pr bharosa jtaya hai aap hmari ummido pr khra utrna,posiitve
466,super bajrangibhai jaan super hit movie,posiitve
3087,"Khushboo Tripathi,,, I love you bol khusboo lga ke",posiitve
95,Modi Ji. App mearaku thoda call krdejia. 0096555218960,neutral
1995,Muj ko ap sab ke dowa chahiye fans,neutral
1184,jai shri Ram Jai shri ram,posiitve
3545,Salman bahot she log aapke baare me galat baat bolte he muje acha nahi lagta,neutral
657,Saale salman tu musalman ke khilaf hokar bohot niche girega,negative
334,Iske pas or to kam hai nhi chla hai for en country's,negative
2220,Nhi aya yar,neutral
606,Jane kab Meri neend gai,neutral
2127,It's 4pm sir,neutral
2205,4:5 hoge,neutral
1806,Agr time mile to mujhse bhi bat kar kena...,neutral
1720,salaam sir kaise ho sir plz inbox per message karo,neutral
509,SirAapne Jo musalmaano ke khilaaf statement diye wo galat he,negative
915,allah ke nam ki behurmati ki tune salman,negative
608,Bby i love you hmasha milungi yhe mrta dam tak kbhi to rply doga,posiitve
2571,Profile pic to change kro 2 sal ho gye hm aapke naam ki daily chang krte h,neutral
526,Kamal karte ho yr bhai,neutral
458,Han businesses women banna chahti hun tumhare chakkar me sab bhul gai hun ek tum ho jise shirf mai hi yad nahi hun,posiitve
3540,i love u soooooooooooooooooooooooooooooooooooooo+00000000000+00000000000000+000000000000-000000000+0000000+0000+0000+000+00+0 Mich and u r beautiful+awesome,posiitve
1095,gulmira ne kya likha h. . . .,neutral
1644,Me apka fen bhi hu aur apko sabse bada guru manta hu.,posiitve
1688,mere bare me itna mat socho me dil me aata hu smjh me nhi,neutral
3088,Salman sir ne bs time btaya hai date nhi jb date bta denge to aa jaeyega aap sb comment krne okay.CLOSE IT,neutral
992,bhai jaan jaisa koi nhi mai super man bhai jaan ka fan.,posiitve
1990,Aaj meri admission thi. But bed nahi mila. Isliye admission ho nahi payi. Isliye main yaha chali ayi. :) :) :),neutral
2074,4 baj gaye bhaijan bhaijan ji :-* <3,neutral
1699,film me apki pose mast hai bacho ke sath me exclusive pose bhai jaan,posiitve
450,tum kab jwab doge mujhe,neutral
3098,Aap khafi busy rhte ho uncle. ....,negative
2537,Salman Khan Facebook py nh hen. Unho ny apny interviw me kaha tha.,posiitve
3027,Salman bhai aap meri coments path te he,posiitve
2718,Jawab kyun nahi aaya,neutral
1600,Koi bhi yeh chutiyo Salman Khan picture nahi dekhne musalmano be care ful picture ko flop karne ha,posiitve
1993,3.58.... ohhh cant wait :),neutral
1052,kisi ko harami kahne se pahle apne bare me soco.,neutral
2321,Aja 've Bhai tera rastâ€¦ udheek de ha?,neutral
2463,Hloo salu bhai......,neutral
462,Kya yar hum Milne aaye or aap to mile hi nhi,neutral
3847,Ya tumare liye bhi important nhi hoon,neutral
3875,Salman sahab aap to meri aawaj sunenge nahi.Phir bhi aawaj laga raha hun.,neutral
2206,every sec. 300 ppl cmnt,neutral
1528,are abhi to Dus minuts baki hai Bhai....,neutral
637,mast ha salman khan sir songs,posiitve
2126,4 baj gaye lekin party abhi baki hai,neutral
2184,Biryan acchi milti yha in bhopl,neutral
1239,Or uske khe bina uski baat samajh jate h,neutral
1007,kamina salman yehi bolna chare ho na maqsood bhai,neutral
507,Realllllly loooovvv u salman,posiitve
3609,advanced eid mubarak,posiitve
3120,Aaj kal had koi salman khan banta pherta ha,negative
3363,theater me ja k salman ka movie kabhi nahi dekhunga Internet pe 10 din k baad aayega download kar k dekhung!!! free me,negative
605,Bhai bajrangi bhaijan to samjho ki HIT HAI,posiitve
692,Ap ne kya kia h Jo log itne bure coments de rhe han.mje ni pta.kya ap btae ge?,negative
1727,Bhai bhai bhai bhai.......love u bhai.....,posiitve
2439,Jaldi ago bhai,neutral
2606,Bhai aap bimar ho kya????bolti bandh kyu haii??,posiitve
464,Salman khan Aapko Aap ka feyn .taranam q stail ma dakhna chahta hai .,neutral
910,Lubbbbb uuuu sallllluuuu,posiitve
1976,howz it possibleee.. and ksee bhai jan,neutral
2597,Bhai ao na,neutral
3042,Salman se baat karne ke liye taqdirwala honi chahiye,neutral
838,Han bhai aaj raat party to bnti h,neutral
1924,Neha sapne aCHCHE H MAGR YAD RAHE SAPNE SUCH NI HOTEY,neutral
1986,sallu bhai plz ab toh a o jani,neutral
1595,nahi aayega Yr salman Chalo jagah Khaali karo yaha se :p,negative
2394,Aajo ji ab,neutral
528,Kya ye abhiyan abhi bhi jaari h,neutral
774,Oye tu kyu badi badi baate karra hi...... Pagal ho kya...,negative
3155,Sir main mumbai ja raha hun....aapke ghar ke pas jarur jaubga,neutral
1069,Meri bhai jaan salman khan ilove you,posiitve
1517,i love u salman bhai.....bajrangi bhaijaan....,posiitve
756,tumhare dil me kuch na kuch khot to hai phone nahi karne ka region samajh me nahi aata aisa kis relationship me hota hai,posiitve
3546,Plz salman bhai ke bare mein ye galt baate mt likho unhone aapka kya bigara h,neutral
378,Aapki skill scheme bhut achi helog kam krna sikhenge to km se km berojgar to ni rhenge....Thanks to pm for it,posiitve
1371,waa sallu bhai,posiitve
2361,"jumme ka din hai, chatting ki baat hai. allah bachaye mujhe, fake pages se.",neutral
3686,Salman bhai bas tum hi tum ho industry me jo chaye rahate ho aur dusara kai nahi,posiitve
3525,bhai aapki ye movie chhappar far dega ;),posiitve
1419,Raksha Shinde SALMAN insha Allah zaror help karenge...,neutral
2918,jawab deyde...?? :( :( #livechatwithsalmankhan,posiitve
914,sab muslim bahi se gujaris h ki duwa karo ki yes ramjaan me yeto h aagle sal ramjaan me ni ho,neutral
2548,I think world big.great fan of sall bhai is me..Bhai ka dost mera dost.Bhai ka dusman mera dusman.Bhai ka bro mera broBhai ka sis mera sisBhai ka wife mera....vabi :D,posiitve
3821,Sala kamina sallu bhai ramjan mahineme bajarangi ban gaya kotta sala kamina sallu.... suno musalman bhaiyo aur behano es bar bi sallubhai ko ullu bana denge,negative
2703,are bhai...kese kare bat ye toh batao koi....,neutral
2528,Bhai k sath baat karne ko taras raha hu yaar,neutral
3507,Bahut kam logo ko saccha pyar milta h,neutral
1254,Yeh movie koi muslim nhi dekhega kyun k yeh movie chalne wala nhi h,negative
3486,Book kr diya bhai,neutral
1521,Mai kaha kho gai itni crowd me,neutral
1093,Advance mai eid mobarak bhai,neutral
558,Kya socha hai shaadi k bare mai,neutral
1097,bhai tumhara ghar or ghar ke share log islaam ke naam par kaala dhappa ho islaam se judi koi bat nahi he tumain,negative
678,Salaman to harami he......tu musalman hoke kafir ban gaya he....sale kutte...samne to aa jaan se maar du tuje....,negative
2334,Bhai aap ke may bara fan hu please aap number mujhe mallum nhi,posiitve
2095,Plss suno na,neutral
134,"Modi jee, aap jaha jaatey ho vaha sabko apna bna latey ho, good wishes for you",posiitve
2149,kamal krte ho yar pandey ji 4 baj gye or aap abi tk nahi aaye,neutral
3544,Bhaijaan maine liya hain amazon se,neutral
1162,Musalman log khilaaf hogaye iske saari ijjat dho dega kya is pic mei,negative
1873,tu galat baat hai,neutral
1368,Aaj ki party meri trf se this eid,neutral
2816,Salman bhai ajao 200 comnt s kardie mene,posiitve
2491,kuchh kam hoga re un ko bhi,neutral
1459,$@lute ! Uss jausbay koo jo Hindustan key Dil main bustaa hain.,posiitve
192,Yes yes yes,posiitve
1484,Bihar(patna) kab aa rhe hai #Bajarangi_Bhaijaan ke promotion ke liye.,neutral
2518,Ya fir Facebook crash kr denge,neutral
1726,helo bAi kesahe up,neutral
847,eid baad hogi bhai party to wo bhi bajrangi bhaizan movie ke saath sbhi no tv no movie,posiitve
2030,hiiii how r u ..aap ye btaye ki aap lucknow kyu nhi ate hai n agar ayeto mjhe plzzz inform kare..plzz,neutral
3464,Salman bhai main apki baat ko samj saktahu aur yeh sab jhut hai,neutral
2291,Kahan gayab ho gaye????,neutral
3695,yoo....hit hitZ nd hits,posiitve
2072,4 baj chuke h bhaaijaaan,neutral
3454,Pak ka movie flop hoji ???,negative
110,Great PM sahab yeh sab only hmare modi ji hi kar skte h,posiitve
3105,salman aap shadi kyu nahi kar rahe,neutral
2496,Bhai aap apna number dijiye salman bhai,neutral
2484,"4 baj gaye sir .,.,.,.come plz ,.,.,.,.",neutral
868,Lovly sallu bhaijine,posiitve
3419,nyc sallu bhai..,posiitve
1226,kya baat h.....bhai,posiitve
1342,"i love u salman khan iam u r big big fan love u u u u u sooooo much sallu,,i miss u very day",posiitve
3257,apkeliye ek accha movie hai mere pass,neutral
954,agar sachhe muslman ho to eid ke din is kutte ki film mat dekhna.,negative
622,Ek ch bhai salman bhai,posiitve
3692,salman kuthe dine islam ka gaddar sharam o haya ke hudud se dur hai,negative
3267,Bhaijan apke sath dekhni hai filmBajrangi bhaijann,neutral
1625,Super kota salluu,posiitve
3148,Bhai ko kisi ne kuch keh dia kia,neutral
2483,vai jan ek ber batyan e koro,neutral
436,hamara bhi kartavya hai clean bharat karana,posiitve
601,Mr. KHAN maine aap ki sari baatein suni aur use follow bhi kiya. Trust me.,posiitve
221,Plz sir aap se baat kar ne hai,neutral
3278,Sir Ji kabhi roze namaz ki bat b share kr liya kro,neutral
699,mast hai bahi,posiitve
1493,per salman g hm aap video chat pe dekhpaenge to aege werna nai her unjan k sath hm chat nahi kersekte,neutral
3004,aab bas karoooo salman ji,posiitve
2110,nai ata kamina salman khan sabko pagal banara lolz,neutral
2573,bhaii ab avi jao,neutral
691,Idoit...salman aap muslim hai...Aisa faission show kyon karwaya..allah likkar,negative
3220,Bhai movie itni chalegi ki record ho jaayega,posiitve
2981,veerji i miss u apne ne baat nai ki jane dijiye koi gal ni,posiitve
803,meri bas ek dua hai ek bar mujhe milna hai apne bhaijan se,neutral
816,loveu tooooo ur vey handsam,posiitve
185,Modi ji bharat ki badhti abaadi ki fikar kijiye Jo bharat ko patan ke maarg per lejaa rahi h,negative
1693,aur galti tumhari nahi hai pyar koi karta nahi ho jata hai tumhe hua hi nahi mai isliye milne ke liye gidgidate rahti hun tumhe koi phark nahi padta,neutral
2390,Helo..bhia kaise ho...!! :),neutral
3779,i love u jaan mmmmuuuuuuaaaaaaahhhhh shona mera ....,posiitve
1149,super jodi kreena sallu,posiitve
3780,Khushboo Tripathi fast day kese jyogi,neutral
1653,Are Yaha kya kar rh ho. Salman dusre satuts pe aa kar Baat Be karke chale Gaye 4:00am par,neutral
3521,Pori dunya tumhari fan nahi hai to ziyada ochlo mat agar tum harai fan ho to wo sirf india or pakistan ho ga ya pir AK or mulk pori dunya nahi Mari sister tumhai pehlai like krtiti per ab nahi she is right you are salfish,negative
3865,eid mubarak love u salman,posiitve
2680,yo sir Ji mera tuition ka tym ho gaya...plz reply,neutral
964,yeh chutye ko leker jaker bathroom mein bandh karo re,negative
1646,Lllllllloooooooovvvvvvvvvvveeeeeeee youuuu salmaaann gggg,posiitve
3570,Salu g khbi hello hi tou kr lia kr,neutral
2050,haa bhai pls come in vrns,neutral
2822,Fake fake fake fake,negative
3424,Md noman teri behan hai wahan pe,neutral
254,"Jb chunane ka aadhikr janta ko h to,jb unhe lage ke galat aadmi chuna gaya h to,5yr kyo sahe uske tanasahi,reject kre usa,isse neta janta k pirti jyda jimmadare honge.",neutral
2801,"Wow 40,000 cmnts keep it up paaglo koi ni aane wala",negative
3475,Bhai don't worry,neutral
2216,chalre sale terishe kon bat karega tu kon hai,neutral
1381,Bhai cross 700cr pts increse,posiitve
3408,Salman sir hme pta h. W8,neutral
3574,Keya sach me salman khan ho mujhe jawab dijiye,neutral
2075,4 bjh gaye sir,neutral
3591,vrryy vrrrry nicee trailor,posiitve
3489,Kab aayegi yeh eid...,neutral
908,ye to janab kehte hai ke bena musalmano ke film hit karwakar dekhai ge,neutral
2452,Upar waale ne insaan ko sbse upar kyaaa diya Dimaag diya hKyu diyaaa h Sochne k liye 2-4 gf side me rkhne k liye,neutral
3738,Asslamualeykum bhai jaan,neutral
1447,grat indian army & salman vai.,posiitve
1186,m musalman ladki se shadi krna chahta hu mare age 25 hai plz col me only ladki 09818463635 from (hp),neutral
421,aaj to bhakt bhaut khush hongey .,neutral
3555,hi sallu bro....,neutral
2744,wait kar raha hu,neutral
113,modi saab ye konsi country hai???,neutral
2453,Agar bhai ka 1st day 1st show nahin dekha toh yeh jaan rehne ka kya fayda,neutral
1286,Salmam khan teri film flop hogi yaad rakh le tu,negative
2101,bhai dhakka na den,neutral
1973,Bhar do jholi meri salman bhai,neutral
2648,ghar pe milne aavo.time bolo,neutral
3166,cheat kiya sallu ne,negative
2456,Apna liya toh saab jetha hai dusra kai liya jina wala koh farista kahatai hai,neutral
2847,kamaal karte ho Q intzar kra rhe ho,posiitve
796,Kutta harami madar chod bighrat salman to agar mje mil jai teri maa bhin ek kardonga,negative
2122,bhai 4 baj gaye kahan ho aap,neutral
1379,ye hai dhasu look..../ilu viii,posiitve
1010,Hum to hamesa tayaar rehte hain....bas aapki aane ki deri hoti hai.......;-),neutral
3242,Ye pakistani bchchi ko ap pakistan apno se milate hain dil khush hojata h dekh kar pori film dekhy gye to mza ajay ga sir,posiitve
1977,Bhai kia karne arahe ho,neutral
2973,hi salman sir how are sir main apki bohot bohot bohot bari fan hu i love you salman sir ummmmmmmmmmmmmmmmmmmmmmmmh,neutral
173,Koi fayda hai inko ye sab dikhane se????,negative
2646,salman khan ..................................being human ka aslee avtaar. admin aamir ahmed.,neutral
3790,Nic pic salman,posiitve
3784,Chal teri ma ki chuy,negative
3382,19 ko eid h or wo apni eidi lene zaroor ayega.,neutral
844,bhai plzzzzz apni movie 27 ramzan ko release na kiya kro. its my request q k ramzan ki 27 v rat(holy night) ko shbe kadr hoti he. sare muslman ibadat krty he. ap b muslim ho na. #beingsalmankhan #bbthiseid #aajkiparty #bajrangibhaijan,neutral
1374,asslamu alaikum salman bhai ladhkoyo ko hnsm nai hne se nt like,negative
3491,salman bhai jay ho,posiitve
1066,Maat dekho salman ke bajrange bhai jaan movies 2 ? Salman khan is not a muslim he is a hindu becous Allah sey SAAB SE BAA GUNAA HAIN SHIRK TO Salman kahn shirk kar raha hain 3 KURAN KA farman haain saab se bara gunaa Shirk hain,negative
143,india kbhi bhi china ko peeeche nhi kr paaega.....,negative
3759,Aapki film k liye aapko dher sari shubhkamna,posiitve
2264,Hellooooo 6 mint upar ho gayyyyyy,neutral
1974,bhai sahab aayenge,neutral
2080,Bhai kidr ry ly tu.,neutral
2244,bhai pls kabhi mathura bhi aao na yaha apke diwane bhare pade hai .pls kabhi yaha bhi darshan do apke fans pagal ho jayenge apko dekhkr bhai,neutral
2575,Sallu 4 Baj gaye hai aja o na,neutral
104,Modi ji apne ye to kaha diya ki Jo saksham hai vo subsiti na le Main sahamat hoo per please Ek bar himmat juta ker bol dijiye Jo saksham hai vo arakshan na le,posiitve
1576,chor sale marja tu kutte haramke suwwar.,negative
2913,"Salman bhai may apke sath India ka garib or khana ,kapra na Milne walo ko apniii puri samata  sey  help karna chah  ta hu.....plzzz help and thora support me plzzz",posiitve
3708,faddu trailer bhaijaan. ...,posiitve
869,bhai iftaar farty hai kya?,neutral
693,salman khan rock's ss,posiitve
2997,hum bajarng bali k bhakt h or hum kbi juth nhi bolte .....kyo bhai ...,neutral
2087,4pm ho gye,neutral
3557,Mai ho fane aap ki bahut jiada her movi jis Mei aap ho kush ajiv khushi apnapan aap say lagta ha bha bat guan ba say dua karty ha Mai request behg do pls bat Karni ha,neutral
2130,sallu bhaijan.pls aa jo ab,neutral
2559,nirash kar diya,negative
3715,"koi dusraa naam nai mila kya, is se pehle bhi Hero naami kayi filme pit chuki hai..",negative
1715,Kkia hha wifi ni hai,neutral
25,"Wah wah maja aa gya !! Indian Govt. should host an International Hindi song compitition !! Tarrakki bahut ho gayi ab thoda entertainment ho jai, 'Kyo bhayio aur behno' ???",posiitve
3587,movie to hit tio hogi sure bhai ki movie wo v eidd pe,posiitve
1628,aap to being human ho aap ka flim hit to honahi hai itni logoka duya jo hai.,posiitve
2493,chalo sab apne apne ghar koi salman nahi aaega....!!,neutral
3516,Eid mubarak Mian Salman vai,neutral
2608,kamal karte ho pandy ji ....kitna wait karwaoge,neutral
395,Modi ji agar 10 sal pahle pm bane hote to aaj india ki tasbeer dusari hoti sayad india china ke barabar me hota.,posiitve
202,sicha vibhag ki tarah koi dhyan q n deta jo most important hai log apne baccho ko sarkari college ki jagah private collego me q pdhate hai,negative
351,sir m aapka chuta sa fan hu par kuch bhe kar sakta hu,posiitve
527,Wow kya baat h itne comment maza aagya re baba re from khushi hasan nd my real name ruby hasan,posiitve
1360,Supar dupar hit sab rekod tutega aesi dil se duaa,posiitve
2142,tym ho gya 4pm ho gaye where ru???,neutral
1825,kya 3:30 bola tha,neutral
1355,uff mashaalllah killing look bhaijaan,posiitve
3214,Salman bhai i knw ur a big celebrity par hakk toh hume bhi milna chaye apse baat krne ka !,neutral
1462,Insaniyat nd pyar sbse phle yaad rhta h,neutral
285,great modi ji,posiitve
2557,oye bhen ke bhaiyyo.. sallu bhai ki koi chiz fek nahi hoti.. samjhe kya,negative
1851,3:30 p kyon nhu,neutral
2853,salman bhai kaha ho aap replay kuy nahi dayrahay ho,posiitve
2025,Sbka nhi maloom meri hr dua aapke liye h,posiitve
962,Alisha sallu hat ni aane vala the sapne dekhna band karo,neutral
928,har saal eid me ana dhoom machake jana,posiitve
2118,bhai kha ho?,neutral
3658,Bhai movie hit hai tention lene ki zaroorat nahi,posiitve
1229,Iove you sulman bhai,posiitve
580,Raat mai late soie thi uYe Abba haina raat late aaey,neutral
2781,mujey pahele aap ki movie bohot bekar lagti thi wanted se sab se acchi lagne lagi aap ki movie bro,neutral
1538,I'm vry exited... only 3 min remaining,neutral
2315,bajrangi bhaijaan all time blockbuster,neutral
3839,Agar koi Fat khatam krna ya health bnana chahta ho ya body bnana chahta ho to plz contact me +919501037881,neutral
3223,qqq kiya aapne aisa,neutral
1697,1 chaahe 2 karik bajrangi baijan padgya sab bari,neutral
75,grt step 4grt relation...nic job sir,posiitve
2578,plzz m apke rep ka w8 krri hu or krti rhugiii pkkkaaa,neutral
3816,agar kar sakte ho to ye kar ke dikhao,neutral
1918,Bhai firki to nahi le rahe ho 4 baje mat kehna 4:30 baje please,neutral
1277,. Salman bhai apni life khud Kharab kr rahe ho ase krke alla hafiz,negative
38,KARTIKEY KUMAR modi hi des ko agÅ  bada sakate hai,posiitve
1509,3.30 bje kya hoga,neutral
3693,buri tarah se flop ho teri mv sale bajrangi jake cast chng kr phle h####,negative
1232,BEHNCHOD Sahil Rehman Roy. BAAP SE FANDA KAREGA TUJHE TERE INBOX ME THOKUGA,negative
1895,abe chirkut logo thoda hawa to aane do itna bheed lga k rkha h chalo baccha log sb shanti se baith jao koi shor nhi machayega bhai aap ek ek krke sb se milo,neutral
2451,sorry frnds bhai nahi aa sakte,neutral
2912,Kia  baat  kary gy,neutral
3668,bhai ap kub facebook par bheet te ho ye bata ho,neutral
270,"waqt sahi, nirnay sahi, sachi mein sahi waqt par sahi nirnay lenevala hamare saath hai tho, hamare bharath ko our bharat vaasiyon ko our kya chahiye sir ji. hum sab aapke saath hai sir ji.",posiitve
394,Bhul jawo ki satna ka kuchh hoga,posiitve
2730,kha ho yrrr. 4:36 bhi ho gye .. nxt year 4bje aaoge kya,neutral
3314,U r absolutely right bhai aap aisa kbhi bayan hi nai desakte muslim k khilaaf yeh sab apko badnam karne ki aur apki image ko kharab karne planning. Hope inshallaha police jald se jald inn dhokebaaz logon ko giraftaar karle.,negative
3797,Sabka 1 bhaijaan,posiitve
829,Bollywood king my bro salman khan,posiitve
1904,Ami tomar sathe kotha bolte chai Bhaijaan.,neutral
2994,ullu bna rhe hai bajrangi bhai,posiitve
2009,Aap ko letter b likhy hain shayd ap tk puhnch jaye....,neutral
2234,Aapko bachpan se hi apna best hero mana.......aapne na aajtak kisi comment ka reply na likes..............aaj sad hoon main.......aap bahoot bhoot hit do....laken main ab sad hoo..aap mere favroute hero rahoge laken ek baar like ya comment de te to accha rehta ........thanku,neutral
168,modi ji. Assam and megalaya me ak khel hota he jiska nam he ter plz usha bond kijea.,neutral
2509,allah hafiz....salman,neutral
156,"Mei meri puri,,, family modi sir se bahoot,,, peyar karte hai",posiitve
1936,Muje call karo bhai jan,neutral
139,desh ko ap ki jarurat hai aage le jane ke liye,posiitve
2888,bhaiyya maine bahut intzar kiya lagta hai aap jayada busy hai koi bat nai kal jarur reply karna kal school ki chhuti b hai pls bhai,posiitve
3358,salman sir aap bohut piyaare ho mashallah,posiitve
2124,Bhaijaan mamo ya na mano main apka sabe bara fan.. Apke lia sachme jaan vi hazir hai.,neutral
2910,kyoki ittana pyr tumko  krte he hum,posiitve
2047,Aa gaya bhai,neutral
2972,Bhaijaan main pakistan se ho main apka bohot bra fan ho,neutral
591,Bhai kya app ka mobile number muje milega a mera mobile number 9662821362,neutral
3005,agar sach me mujhe app ke sat bat ho jata to me khusi se pagal ho jata...,posiitve
1292,ab chalo yar sone...aaj #juma h bhailog ....namaz padhni h,neutral
1246,Madar chord maa chuda Mumbai mai Hyd dheekha to maacood data tari,negative
3395,Hey salman bhai .kab Milo ge,neutral
3726,Bakwaas hai bhai..Bas apne movies pey lagao. BB 500 Crore minimum guaranteed!!!,posiitve
1153,nice pic bajarangi bhaiya,posiitve
2654,Sir kya mujh gareeb ko aik reply melay ga plz ....?,neutral
2156,Bhai sab ko pagal samjha h kha ho,neutral
2665,bhai fans ka dil na todo aa jao,neutral
1663,Salman bhai milenge kab intezaar hai aapki,posiitve
988,Eid kab hain? Jis din Salman ki filim release hoti hai.,neutral
2475,sallu mia bhul gye sab kuch yaad nhi unhe ab kuch,neutral
931,bhak chutiya sala bhosrdi k shar gairat naam ki koi chiz nhi kya re tujme,negative
2962,commitmnt kr k bhul gye kya??,posiitve
1288,Bhaijaan...app tnsn free raho...,neutral
3080,teri to saqal bhi dekhne ko dil nahi karta,negative
1837,sir I love u sir wait Karenge Ganapati baba ki jai bajarangibhai Jan ki jai,posiitve
449,ja rahi hu ek bottle pani pine ab pandey ji khabardar jo issko kabi mere samne laye bhi,negative
3177,Salman tera garoo bhi too tega tujhe fakre hai aapne Filme pe dekhe lena eid ka din tum hara filme koye bhi musalman nahi dekhe ga kiya budha to 50 ka hogaya...,negative
2893,live india pat baat kar rahe hai vo,posiitve
2598,mujha bhi karni ha baat par kaisa karu ????????,neutral
1276,pakistan k fans kia kren zara ye bhi btaye bhai?,neutral
2117,Kab aaoge aap,neutral
2140,bhai aagya bhai aagya,neutral
488,Sona last time tu jab ayi thi tab kitna kuch kiya bas ab 1 chij bach gya hai tu aa ja jaldi plzzzz,neutral
159,Modiji to apne desh ko aage le jane ke liye bhut kuch kr rhe hai ab desh ke youngest ko jag ne ki bari hai ..... jay hind,posiitve
3857,yr apne Shi nhi kiya musalmano ko chetavni dekar,negative
1181,mere bhai jaan nhi ho ap mere to super star ho ap,posiitve
1384,Bajrangi bhaiJan aap se kb mulakaat hogi isi janam ya agle janam Bajarang bali kab chahte hai,neutral
362,Bhus bhar 2. Ink daath milkar dushyon kaa,posiitve
2391,bhai aao n,neutral
2754,bhai we are waiting 5 bajne wala hai,neutral
2228,bhai work hai kya..hume bhi hai thodi der baad but plzz tution jana hai:(,neutral
1611,"Tu musalman ke bina movie hit kar sakta he bola he na,,,,chal karke dikha,,,",negative
3656,nis pic salman ji.,posiitve
2250,Are sir aj apke liye 4g internet pk dalwaya hai..ab aa bhi jao.. ;),neutral
1180,Ji salman bhai.bilqul rhenge..aapke liye :* :),posiitve
3377,"Bhaijaan yeh msg , apke Muslim brothers ho ghuma rahe hai apko badnam karne ke liye",negative
3007,bhaijaan ed mubark.,neutral
3478,Osm mubi super duper hit sir 5000000 ke kam se jada kamaygi ye film sir,posiitve
2960,Breaking news dhayan se dekhiye ye insan ko jisne logo ko intzar krne m itna majbur kr diya,neutral
3460,aj ki party bhaijaan ki taraf se.,neutral
674,Bahi ke zalak sab sa aalag..... Ma to superman salman ka fan....,posiitve
2449,Lub ju bbye,posiitve
3508,Assalam walekum bhai,neutral
1171,bhaijaan sultan m negtive role kiska h,neutral
1351,bhai 4 baj gye,neutral
1446,Bhaijaan to gud Bhai aap bahut achche insan he,posiitve
1004,Ab kis baat bheek mang rha rha hath faila kr eid pr,negative
1832,Salman bhai aapne roza rakha he ke nahi? Ramza ka,neutral
2133,bhai aaj ki party ye song film dikao na please,neutral
1172,Salman bhaijan EID MOBARAK.,neutral
996,Ha bhai salam,neutral
2169,Chalo shuru karte ha bhai,neutral
652,Indian's star salmankhan,posiitve
1789,oo bhikari.....kya bola tha tu muje muslaman ki zarurat ni nai abe sale tere jaiso ki musalmano ko zarurt nai hai,negative
2062,Apna bhai sallu bhai d everlasting men :-),posiitve
3065,woow  aap 1988 se fb per ho me to 2011 me fb per aai :),posiitve
390,Aadarniy pm ji aapke pas feuchar plan bahuthi aachha hai aapko salam.,posiitve
1497,Me abhi se apka page khol ke betha hu,neutral
2372,are yaar bhai se baat hogi ya nhu,neutral
3818,Hangover teri yado ka,posiitve
661,Apne naam se khan hatalo,negative
